User ID,Age,Gender,Country,Device,Subscription Tier,User Segment,Tenure (Months),Onboarding Completed,Session Freq (per week),Feature Adoption Count,Support Tickets,Errors Encountered,Task Completion (%),Avg Time on Task (sec),Days Since Last Login,NPS Score (0–10),NPS Category,Sentiment Label,SUS Q1 (I think I would like to use this product frequently),SUS Q2 (I found the product unnecessarily complex),SUS Q3 (I thought the product was easy to use),SUS Q4 (I think I would need support to use this product),SUS Q5 (I found the various functions well integrated),SUS Q6 (I thought there was too much inconsistency),SUS Q7 (Most people would learn to use this product quickly),SUS Q8 (I found the product very cumbersome to use),SUS Q9 (I felt very confident using the product),SUS Q10 (I needed to learn a lot before using this product),SUS Score (0–100),SUS Grade,UMUX-Lite Q1 – Capability (1–7),UMUX-Lite Q2 – Ease (1–7),UMUX-Lite Score (0–100),CSAT (1–5),"Churn Risk (0=No, 1=Yes)",Renewal Intent
U0128,28,Male,USA,Desktop,Pro,Returning,5,Yes,4.9,13,0,2,79.1,129,38,10,Promoter,Positive,3,3,4,3,3,2,4,2,4,2,65.0,C,6,4,66.7,4,0,Likely
U0129,35,Prefer not to say,USA,Mobile,Free,Returning,10,Yes,10.2,19,1,0,66.6,355,3,7,Passive,Neutral,3,2,4,1,5,3,4,3,3,2,70.0,B,5,2,41.7,2,0,Unsure
U0130,29,Non-binary,Netherlands,Mobile,Basic,Returning,3,Yes,6.4,7,0,1,82.0,281,15,10,Promoter,Positive,3,3,3,2,4,3,3,3,2,3,52.5,D,2,4,33.3,4,1,Unsure
U0131,18,Male,UK,Mobile,Free,Power User,53,Yes,5.7,16,1,0,79.3,97,21,5,Detractor,Negative,3,2,3,4,3,1,4,1,3,4,60.0,C,4,4,50.0,5,0,Unsure
U0132,35,Non-binary,Spain,Mobile,Free,New,26,Yes,6.1,14,5,2,67.0,228,7,8,Passive,Neutral,3,3,3,2,4,2,3,3,3,2,60.0,C,3,4,41.7,2,1,Unlikely
U0133,23,Female,USA,Mobile,Free,Returning,6,Yes,8.0,10,0,4,31.6,287,16,5,Detractor,Negative,4,3,4,3,4,3,4,2,3,2,65.0,C,4,2,33.3,3,1,Unlikely
U0134,39,Female,Netherlands,Mobile,Pro,Power User,16,Yes,8.4,15,0,0,78.3,284,4,9,Promoter,Positive,4,2,2,3,4,3,2,2,3,3,55.0,D,6,2,50.0,4,0,Unsure
U0135,25,Male,France,Mobile,Pro,Returning,23,Yes,3.6,9,1,2,67.0,151,27,7,Passive,Neutral,4,1,3,3,3,3,3,3,4,3,60.0,C,3,4,41.7,4,1,Unsure
U0136,49,Female,Australia,Tablet,Basic,New,51,Yes,5.2,10,3,5,60.1,266,15,10,Promoter,Positive,4,3,4,1,4,3,3,2,3,2,67.5,C,6,5,75.0,4,1,Unlikely
U0137,26,Female,Brazil,Mobile,Basic,Returning,38,Yes,7.0,14,1,0,72.3,92,29,10,Promoter,Positive,4,2,3,3,3,4,3,1,4,3,60.0,C,4,3,41.7,3,1,Unsure
U0138,31,Female,USA,Desktop,Enterprise,New,13,Yes,7.4,16,2,1,76.1,191,28,10,Promoter,Positive,5,2,4,1,3,2,4,1,3,2,77.5,B,6,5,75.0,4,0,Unsure
U0139,42,Male,Brazil,Mobile,Free,Returning,27,Yes,8.4,15,0,6,75.6,286,18,2,Detractor,Negative,3,4,4,1,3,2,4,2,5,3,67.5,C,4,2,33.3,3,1,Unsure
U0140,22,Male,USA,Desktop,Free,Power User,15,No,1.3,16,5,6,55.1,192,24,6,Detractor,Negative,2,3,3,3,4,3,4,2,4,3,57.5,D,4,4,50.0,3,1,Unsure
U0141,36,Male,USA,Desktop,Free,New,14,Yes,7.1,11,0,0,78.8,134,15,9,Promoter,Positive,2,3,5,1,2,2,3,3,3,3,57.5,D,2,5,41.7,4,1,Unsure
U0142,47,Female,USA,Mobile,Pro,Power User,2,Yes,6.5,17,0,0,100.0,211,7,10,Promoter,Positive,3,1,4,2,3,2,4,2,3,2,70.0,B,6,6,83.3,4,1,Likely
U0143,18,Male,Germany,Tablet,Enterprise,New,2,Yes,5.4,12,1,0,87.9,161,13,10,Promoter,Positive,5,2,5,1,3,3,3,4,4,2,70.0,B,5,5,66.7,5,1,Unsure
U0144,36,Female,UK,Tablet,Free,Power User,14,Yes,5.3,16,2,2,93.3,241,33,1,Detractor,Negative,4,2,5,1,2,2,4,2,5,1,80.0,A,5,5,66.7,3,1,Likely
U0145,37,Non-binary,Germany,Desktop,Pro,Returning,6,Yes,6.3,13,0,2,94.6,158,8,7,Passive,Neutral,5,2,3,3,3,1,4,3,5,3,70.0,B,5,6,75.0,5,0,Unsure
U0146,42,Male,Germany,Mobile,Pro,New,0,No,0.5,12,0,2,87.8,189,8,9,Promoter,Positive,4,4,4,4,4,2,3,3,3,2,57.5,D,4,2,33.3,4,1,Unsure
U0147,22,Female,Canada,Desktop,Free,New,23,Yes,3.9,12,0,1,95.5,118,11,4,Detractor,Negative,3,3,4,2,4,3,4,4,3,1,62.5,C,4,4,50.0,4,1,Unlikely
U0148,21,Male,Australia,Tablet,Basic,Power User,1,Yes,4.3,7,0,0,68.7,231,10,10,Promoter,Positive,4,3,2,3,5,2,3,1,3,2,65.0,C,4,5,58.3,3,1,Unsure
U0149,39,Female,USA,Tablet,Basic,New,16,Yes,7.5,8,0,2,63.4,218,1,7,Passive,Neutral,3,4,3,2,4,2,3,4,4,1,60.0,C,4,3,41.7,4,1,Unlikely
U0150,37,Male,USA,Mobile,Enterprise,New,14,Yes,5.2,13,3,1,92.8,132,10,6,Detractor,Negative,5,2,5,3,5,3,5,3,4,2,77.5,B,4,6,66.7,4,1,Unsure
U0151,37,Female,USA,Mobile,Free,Returning,62,Yes,6.4,8,1,2,89.5,222,10,2,Detractor,Negative,3,2,4,1,5,3,5,2,3,3,72.5,B,4,6,66.7,3,0,Likely
U0152,37,Female,UK,Mobile,Pro,Returning,12,Yes,10.8,15,1,1,90.2,272,14,0,Detractor,Negative,3,2,5,3,4,2,3,1,4,1,75.0,B,6,6,83.3,4,0,Unsure
U0153,27,Non-binary,UK,Mobile,Free,Returning,1,Yes,8.6,14,1,1,99.1,217,9,1,Detractor,Negative,3,2,5,2,4,2,5,2,5,1,82.5,A,6,3,58.3,4,1,Unlikely
U0154,36,Female,USA,Desktop,Pro,New,14,Yes,9.1,13,1,1,78.7,229,15,9,Promoter,Positive,4,2,3,3,4,2,5,2,3,2,70.0,B,5,5,66.7,3,1,Unsure
U0155,37,Female,USA,Desktop,Basic,Returning,33,Yes,5.1,8,1,0,81.0,239,38,6,Detractor,Negative,3,1,3,3,4,2,2,1,4,3,65.0,C,4,5,58.3,5,0,Likely
U0156,27,Female,Brazil,Mobile,Basic,New,84,Yes,7.3,15,1,1,57.9,160,62,1,Detractor,Negative,4,3,3,2,4,1,2,2,2,2,62.5,C,1,4,25.0,5,0,Unsure
U0157,53,Female,Germany,Mobile,Pro,New,10,Yes,5.0,17,0,0,97.9,366,19,9,Promoter,Positive,3,3,3,3,4,3,3,2,5,2,62.5,C,1,2,8.3,4,1,Unlikely
U0158,39,Female,USA,Desktop,Pro,Returning,7,Yes,5.9,12,1,1,70.7,193,1,7,Passive,Neutral,5,3,4,3,4,3,3,3,3,3,60.0,C,5,4,58.3,4,1,Unsure
U0159,22,Male,France,Tablet,Pro,Power User,43,No,8.8,16,0,0,82.3,229,39,8,Passive,Neutral,4,1,4,1,5,2,4,1,4,3,82.5,A,6,5,75.0,4,0,Likely
U0160,41,Non-binary,UK,Desktop,Free,New,4,No,4.0,11,2,0,62.7,290,28,9,Promoter,Positive,2,3,3,3,4,2,2,3,3,2,52.5,D,4,3,41.7,2,1,Unlikely
U0161,24,Female,USA,Mobile,Pro,Returning,17,Yes,10.5,14,3,2,69.6,204,7,9,Promoter,Positive,4,2,4,2,5,3,3,3,3,1,70.0,B,2,5,41.7,4,1,Unsure
U0162,42,Female,France,Mobile,Free,Returning,9,Yes,6.2,12,0,1,66.3,255,3,5,Detractor,Negative,3,2,4,3,3,3,3,2,5,2,65.0,C,1,2,8.3,4,0,Unsure
U0163,46,Male,USA,Mobile,Basic,Power User,1,Yes,8.7,13,1,2,74.1,219,2,7,Passive,Neutral,4,3,3,3,4,3,4,1,4,2,67.5,C,4,4,50.0,3,0,Unsure
U0164,26,Female,USA,Mobile,Basic,Power User,8,Yes,9.9,14,0,2,55.0,140,3,9,Promoter,Positive,5,3,1,4,4,3,4,2,3,2,57.5,D,3,2,25.0,3,1,Unsure
U0165,44,Male,Brazil,Desktop,Basic,Power User,6,Yes,10.2,20,1,1,74.1,174,1,8,Passive,Neutral,4,3,5,3,4,1,4,1,5,2,80.0,A,4,7,75.0,2,0,Likely
U0166,38,Female,Netherlands,Desktop,Basic,New,21,Yes,3.6,9,0,5,100.0,168,33,10,Promoter,Positive,3,2,5,4,5,2,3,3,5,3,67.5,C,4,2,33.3,3,0,Unsure
U0167,42,Male,France,Mobile,Enterprise,New,53,No,7.6,12,0,0,85.8,194,14,9,Promoter,Positive,5,2,4,1,4,1,4,2,3,3,77.5,B,3,3,33.3,4,1,Likely
U0168,53,Female,Germany,Mobile,Free,Returning,6,Yes,7.8,7,0,3,82.2,161,26,9,Promoter,Positive,4,1,3,2,5,3,3,2,2,3,65.0,C,2,4,33.3,4,0,Unsure
U0169,32,Prefer not to say,France,Desktop,Pro,Returning,30,Yes,10.0,19,1,4,100.0,257,19,1,Detractor,Negative,5,3,3,2,4,2,4,4,3,2,65.0,C,5,4,58.3,4,0,Unsure
U0170,26,Male,UK,Mobile,Basic,Returning,1,Yes,3.5,10,0,4,100.0,321,29,6,Detractor,Negative,4,2,5,2,3,2,5,3,3,3,70.0,B,4,5,58.3,4,0,Unlikely
U0171,25,Prefer not to say,USA,Desktop,Free,Power User,14,No,3.6,6,3,0,41.0,308,50,9,Promoter,Positive,3,3,4,3,3,2,3,3,3,2,57.5,D,3,1,16.7,4,0,Unlikely
U0172,26,Male,UK,Mobile,Free,Power User,1,Yes,8.1,12,0,1,51.2,318,75,8,Passive,Neutral,3,3,2,2,4,1,3,3,4,3,60.0,C,2,3,25.0,3,1,Unsure
U0173,33,Female,USA,Mobile,Enterprise,Power User,49,Yes,5.7,19,2,0,74.3,172,7,1,Detractor,Negative,4,2,5,1,2,3,5,1,5,2,80.0,A,5,5,66.7,5,0,Likely
U0174,37,Female,Germany,Desktop,Pro,Returning,26,Yes,5.5,14,1,2,67.5,187,56,9,Promoter,Positive,3,3,4,3,4,1,4,2,4,3,67.5,C,3,2,25.0,3,1,Unsure
U0175,37,Female,USA,Desktop,Enterprise,Returning,19,No,11.0,13,0,2,76.3,160,19,6,Detractor,Negative,5,3,4,2,3,3,5,1,3,4,67.5,C,7,5,83.3,5,0,Unsure
U0176,42,Female,Brazil,Mobile,Enterprise,Returning,31,Yes,7.3,15,0,1,77.1,238,1,3,Detractor,Negative,4,1,4,1,4,2,3,1,4,1,82.5,A,6,5,75.0,3,1,Unsure
U0177,34,Female,Netherlands,Mobile,Free,New,19,No,5.2,17,1,1,83.6,221,17,10,Promoter,Positive,3,2,3,2,5,4,3,2,3,2,62.5,C,5,5,66.7,3,0,Unsure
U0178,49,Male,India,Mobile,Basic,Power User,62,Yes,4.8,10,1,2,80.7,203,17,4,Detractor,Negative,5,2,5,2,4,2,4,1,5,3,82.5,A,3,3,33.3,4,0,Unsure
U0179,31,Male,Germany,Mobile,Pro,New,23,Yes,8.3,13,1,1,73.8,275,30,1,Detractor,Negative,2,1,4,2,4,2,5,2,2,2,70.0,B,6,5,75.0,4,1,Unsure
U0180,61,Female,Australia,Mobile,Basic,Returning,47,Yes,4.3,13,0,2,55.4,216,5,4,Detractor,Negative,3,3,4,3,2,2,4,3,4,2,60.0,C,7,6,91.7,4,1,Likely
U0181,40,Female,UK,Tablet,Basic,Returning,13,Yes,6.9,10,0,2,70.8,145,11,9,Promoter,Positive,3,2,5,2,4,1,4,2,5,3,77.5,B,4,7,75.0,4,0,Unsure
U0182,25,Female,Canada,Mobile,Basic,Returning,2,Yes,7.5,11,4,0,69.5,176,0,3,Detractor,Negative,4,2,4,2,4,3,3,2,3,2,67.5,C,5,5,66.7,3,0,Unsure
U0183,23,Female,UK,Desktop,Basic,Power User,14,No,9.0,14,0,2,66.4,278,9,7,Passive,Neutral,4,3,4,3,3,2,4,3,5,4,62.5,C,6,6,83.3,2,0,Unsure
U0184,39,Male,Canada,Desktop,Basic,Returning,2,Yes,8.4,14,0,0,62.3,277,1,9,Promoter,Positive,3,1,3,2,4,3,4,2,4,3,67.5,C,5,5,66.7,3,1,Unsure
U0185,32,Female,USA,Desktop,Free,Power User,16,Yes,5.6,15,0,1,76.6,232,10,10,Promoter,Positive,5,1,4,2,4,2,5,1,3,4,77.5,B,6,4,66.7,4,0,Unsure
U0186,41,Male,Netherlands,Mobile,Basic,Returning,12,Yes,9.5,13,1,5,60.7,332,29,0,Detractor,Negative,5,3,3,1,4,3,4,1,5,4,72.5,B,3,5,50.0,3,1,Unsure
U0187,39,Female,Spain,Desktop,Basic,Returning,18,Yes,7.0,16,1,2,84.9,288,3,10,Promoter,Positive,4,3,3,1,4,3,4,3,4,1,70.0,B,4,6,66.7,5,0,Unsure
U0188,33,Male,UK,Tablet,Basic,Power User,0,No,4.2,11,0,1,67.6,228,10,3,Detractor,Negative,4,4,5,2,5,2,4,2,5,2,77.5,B,5,4,58.3,4,0,Unsure
U0189,26,Male,USA,Mobile,Free,Returning,4,Yes,6.1,11,0,1,64.6,168,4,9,Promoter,Positive,3,1,4,3,3,1,3,1,4,2,72.5,B,4,6,66.7,4,0,Likely
U0190,19,Male,Brazil,Mobile,Pro,Power User,12,Yes,11.6,15,0,0,70.5,105,1,7,Passive,Neutral,4,1,5,2,4,1,4,2,5,2,85.0,A,6,6,83.3,4,0,Likely
U0191,30,Male,USA,Desktop,Free,New,54,Yes,6.8,13,1,1,73.2,199,13,3,Detractor,Negative,3,2,4,2,4,3,5,3,2,3,62.5,C,4,4,50.0,3,0,Unsure
U0192,43,Female,Australia,Desktop,Basic,Returning,9,No,5.0,11,1,0,51.2,301,2,10,Promoter,Positive,3,3,4,3,2,1,2,4,2,3,47.5,F,2,3,25.0,2,1,Unlikely
U0193,36,Male,France,Desktop,Pro,Returning,10,Yes,10.7,12,4,1,89.5,327,15,2,Detractor,Negative,2,1,4,2,5,2,4,4,5,3,70.0,B,3,3,33.3,3,0,Unsure
U0194,22,Male,USA,Desktop,Basic,Power User,23,No,4.3,13,0,0,93.0,213,0,5,Detractor,Negative,5,2,4,2,3,2,4,2,5,1,80.0,A,5,6,75.0,4,0,Likely
U0195,36,Male,USA,Desktop,Free,New,17,Yes,2.4,20,0,1,67.2,312,2,7,Passive,Neutral,3,2,3,2,3,2,4,3,5,2,67.5,C,3,3,33.3,3,0,Unlikely
U0196,38,Male,UK,Mobile,Pro,Power User,6,Yes,3.1,16,2,0,70.1,190,11,10,Promoter,Positive,4,2,5,1,2,3,4,3,4,3,67.5,C,6,5,75.0,3,1,Unsure
U0197,25,Male,Canada,Tablet,Basic,Returning,10,Yes,6.9,12,1,7,76.5,271,18,0,Detractor,Negative,4,4,3,2,3,3,4,4,3,2,55.0,D,3,2,25.0,3,0,Unlikely
U0198,36,Male,USA,Tablet,Pro,Returning,4,Yes,8.4,14,0,1,98.0,234,0,5,Detractor,Negative,4,2,5,3,5,2,4,2,4,2,77.5,B,5,4,58.3,4,0,Likely
U0199,35,Female,Germany,Mobile,Pro,Returning,61,No,12.0,13,0,0,92.1,61,8,4,Detractor,Negative,5,1,4,2,3,3,3,2,3,2,70.0,B,6,5,75.0,4,0,Likely
U0200,23,Female,USA,Desktop,Basic,Returning,3,Yes,6.5,11,1,0,93.6,209,37,7,Passive,Neutral,3,4,4,3,4,3,5,1,3,3,62.5,C,3,3,33.3,4,0,Unsure
U0201,38,Female,Germany,Mobile,Basic,Returning,8,Yes,5.7,13,2,1,83.8,273,21,7,Passive,Neutral,4,1,3,1,3,3,4,3,4,2,70.0,B,5,5,66.7,2,0,Unsure
U0202,40,Female,Australia,Tablet,Free,Power User,0,No,6.0,6,1,0,84.4,249,3,4,Detractor,Negative,4,4,3,3,4,1,3,3,2,2,57.5,D,3,5,50.0,3,0,Unlikely
U0203,45,Male,Brazil,Desktop,Free,Returning,5,Yes,6.9,7,0,1,78.7,146,15,3,Detractor,Negative,4,2,3,2,4,3,4,3,4,2,67.5,C,2,6,50.0,2,0,Unsure
U0204,45,Female,USA,Mobile,Basic,Returning,27,Yes,2.8,11,1,3,89.8,62,17,7,Passive,Neutral,4,2,4,3,3,1,5,1,3,2,75.0,B,5,5,66.7,4,0,Unsure
U0205,20,Female,Australia,Desktop,Basic,Returning,4,Yes,13.8,13,2,1,69.3,185,1,10,Promoter,Positive,2,1,3,2,4,2,4,1,5,3,72.5,B,4,4,50.0,4,1,Unsure
U0206,25,Female,Canada,Mobile,Basic,New,2,No,7.7,11,0,2,69.0,217,35,10,Promoter,Positive,4,1,2,3,4,4,4,2,3,4,57.5,D,5,5,66.7,3,1,Unsure
U0207,39,Male,Germany,Tablet,Free,New,12,Yes,8.5,19,0,1,92.9,133,24,9,Promoter,Positive,3,2,4,3,5,2,4,1,4,2,75.0,B,7,5,83.3,3,1,Likely
U0208,39,Male,Spain,Desktop,Free,Returning,0,No,6.9,6,4,6,71.2,256,44,3,Detractor,Negative,5,3,3,3,3,2,2,3,2,2,55.0,D,2,3,25.0,2,1,Unlikely
U0209,39,Male,UK,Tablet,Basic,Returning,2,Yes,7.1,8,0,6,73.5,278,40,9,Promoter,Positive,3,3,4,3,3,3,5,2,3,1,65.0,C,4,3,41.7,3,1,Unlikely
U0210,65,Male,UK,Mobile,Free,New,30,No,5.5,16,1,1,86.3,275,28,6,Detractor,Negative,5,2,3,4,4,2,4,4,3,2,62.5,C,5,3,50.0,3,1,Unsure
U0211,40,Female,Australia,Tablet,Pro,Returning,27,Yes,4.4,12,1,1,51.9,90,20,9,Promoter,Positive,3,3,4,2,5,3,2,2,3,2,62.5,C,3,4,41.7,3,0,Likely
U0212,45,Female,USA,Desktop,Free,Returning,44,Yes,7.0,13,1,1,53.7,166,26,0,Detractor,Negative,3,3,3,1,3,2,3,4,3,2,57.5,D,4,1,25.0,3,0,Unsure
U0213,44,Female,Australia,Mobile,Basic,Returning,35,Yes,7.0,17,0,0,75.7,212,32,8,Passive,Neutral,5,4,4,2,3,2,3,3,4,3,62.5,C,2,3,25.0,3,0,Unsure
U0214,41,Female,Netherlands,Desktop,Enterprise,Returning,21,No,4.7,10,0,2,67.7,249,18,7,Passive,Neutral,3,3,4,2,5,1,4,1,2,3,70.0,B,7,4,75.0,4,1,Unsure
U0215,31,Female,UK,Desktop,Free,New,1,No,8.8,10,1,2,100.0,280,9,7,Passive,Neutral,3,2,3,2,3,2,3,3,3,3,57.5,D,2,3,25.0,3,1,Unsure
U0216,42,Female,Netherlands,Desktop,Basic,Power User,27,No,8.2,13,0,0,91.0,226,6,10,Promoter,Positive,4,2,5,2,5,3,5,2,4,2,80.0,A,6,5,75.0,3,0,Likely
U0217,26,Non-binary,USA,Tablet,Free,Power User,34,Yes,8.3,6,0,0,74.7,198,40,9,Promoter,Positive,4,3,4,2,5,2,3,1,3,3,70.0,B,5,3,50.0,3,0,Unsure
U0218,32,Male,Germany,Mobile,Basic,Power User,29,Yes,10.5,12,0,1,72.9,189,0,9,Promoter,Positive,4,2,4,1,4,1,2,2,3,3,70.0,B,4,6,66.7,3,1,Unsure
U0219,29,Male,France,Mobile,Basic,New,13,Yes,7.0,15,0,3,73.1,165,18,9,Promoter,Positive,5,2,3,1,4,2,4,1,5,2,82.5,A,5,3,50.0,5,1,Unsure
U0220,35,Male,Spain,Tablet,Basic,Power User,5,No,7.2,14,3,1,75.9,268,55,7,Passive,Neutral,3,3,3,2,4,3,4,2,3,2,62.5,C,2,3,25.0,4,1,Unsure
U0221,57,Female,UK,Desktop,Basic,Power User,34,Yes,9.0,15,0,2,81.4,154,19,1,Detractor,Negative,4,1,4,2,3,3,3,2,4,3,67.5,C,5,5,66.7,4,0,Unsure
U0222,18,Female,USA,Desktop,Enterprise,Power User,23,Yes,6.1,13,2,0,81.8,236,52,10,Promoter,Positive,4,2,3,1,3,3,5,4,3,1,67.5,C,5,6,75.0,5,0,Likely
U0223,41,Male,India,Desktop,Free,New,71,No,5.1,8,0,2,59.5,269,29,9,Promoter,Positive,2,4,4,3,4,2,4,3,3,2,57.5,D,2,4,33.3,4,1,Unlikely
U0224,18,Non-binary,India,Desktop,Free,Returning,3,Yes,5.0,13,1,2,79.2,262,1,9,Promoter,Positive,4,1,3,3,4,4,3,2,3,2,62.5,C,5,1,33.3,3,0,Unlikely
U0225,29,Male,India,Desktop,Pro,Power User,5,Yes,5.1,12,0,1,100.0,157,22,7,Passive,Neutral,5,2,3,1,5,1,3,2,3,1,80.0,A,6,6,83.3,4,1,Unlikely
U0226,45,Non-binary,UK,Desktop,Basic,Returning,4,Yes,12.6,13,1,0,82.3,131,5,7,Passive,Neutral,5,3,4,3,3,2,3,2,5,3,67.5,C,5,5,66.7,3,0,Unsure
U0227,35,Male,USA,Desktop,Enterprise,Returning,28,Yes,5.1,16,1,0,75.4,129,4,10,Promoter,Positive,5,2,5,2,4,1,4,3,4,1,82.5,A,7,6,91.7,4,0,Unsure
U0228,23,Male,USA,Desktop,Basic,Returning,4,Yes,3.4,17,0,1,84.5,198,6,2,Detractor,Negative,3,1,5,3,4,2,4,2,3,3,70.0,B,6,4,66.7,5,0,Unsure
U0229,27,Female,Canada,Desktop,Pro,Returning,1,Yes,10.5,16,2,1,100.0,60,4,0,Detractor,Negative,3,2,4,1,4,2,4,2,3,3,70.0,B,4,7,75.0,3,0,Unsure
U0230,41,Male,USA,Desktop,Basic,New,84,Yes,8.2,8,0,6,94.8,209,10,3,Detractor,Negative,4,2,3,2,3,3,3,3,4,4,57.5,D,4,4,50.0,4,0,Unsure
U0231,27,Male,UK,Tablet,Pro,Returning,0,No,4.3,9,1,0,89.2,267,8,9,Promoter,Positive,5,3,3,3,5,2,5,2,5,2,77.5,B,5,4,58.3,4,0,Unsure
U0232,36,Male,Spain,Mobile,Enterprise,New,32,Yes,9.7,16,2,0,100.0,214,9,3,Detractor,Negative,3,3,5,1,4,1,5,3,3,3,72.5,B,7,5,83.3,4,1,Likely
U0233,34,Female,UK,Tablet,Basic,Returning,8,Yes,8.9,10,3,2,65.9,221,40,4,Detractor,Negative,4,2,3,4,4,5,3,4,3,3,47.5,F,3,1,16.7,4,1,Unsure
U0234,27,Female,Brazil,Desktop,Free,Returning,33,Yes,6.6,11,3,3,86.1,219,6,0,Detractor,Negative,3,4,3,3,3,1,3,3,5,2,60.0,C,3,6,58.3,3,0,Unsure
U0235,55,Male,India,Desktop,Free,Returning,15,Yes,14.0,17,0,1,76.4,158,3,8,Passive,Neutral,2,2,4,2,3,2,3,1,4,3,65.0,C,4,3,41.7,4,0,Unsure
U0236,40,Female,Australia,Mobile,Free,New,42,Yes,2.1,12,0,2,78.9,232,20,7,Passive,Neutral,3,3,3,3,3,3,4,3,5,3,57.5,D,2,6,50.0,3,1,Unsure
U0237,18,Female,USA,Desktop,Free,Returning,47,Yes,9.2,14,0,2,100.0,289,14,1,Detractor,Negative,2,2,4,2,5,4,5,1,3,3,67.5,C,3,4,41.7,5,1,Likely
U0238,36,Male,UK,Desktop,Free,Power User,0,No,8.9,14,1,1,63.7,290,46,10,Promoter,Positive,2,3,3,2,4,3,4,3,3,1,60.0,C,2,3,25.0,4,1,Unsure
U0239,27,Male,India,Desktop,Basic,New,1,No,8.4,10,2,1,61.0,260,0,10,Promoter,Positive,4,2,3,3,4,3,4,2,3,1,67.5,C,3,3,33.3,2,1,Unsure
U0240,43,Male,Australia,Desktop,Basic,New,5,Yes,5.8,16,0,1,75.8,195,35,6,Detractor,Negative,4,1,2,1,3,1,3,3,3,1,70.0,B,6,2,50.0,4,1,Likely
U0241,26,Male,India,Desktop,Basic,New,20,No,4.3,7,1,4,60.3,301,18,10,Promoter,Positive,3,4,5,2,3,3,4,4,3,3,55.0,D,2,3,25.0,3,1,Unlikely
U0242,33,Female,UK,Desktop,Basic,Power User,39,Yes,7.5,14,0,0,84.1,122,18,9,Promoter,Positive,4,2,3,2,3,2,4,1,4,1,75.0,B,3,4,41.7,3,0,Unsure
U0243,39,Male,Canada,Mobile,Free,Returning,11,Yes,7.6,15,0,1,61.9,227,2,6,Detractor,Negative,4,2,4,3,4,2,2,3,3,3,60.0,C,2,3,25.0,3,0,Unsure
U0244,43,Female,Canada,Desktop,Free,Returning,17,Yes,8.4,8,1,2,100.0,247,9,6,Detractor,Negative,2,1,3,2,4,1,4,1,3,2,72.5,B,4,2,33.3,3,0,Likely
U0245,22,Female,India,Desktop,Free,New,4,Yes,9.1,11,1,1,58.0,264,5,7,Passive,Neutral,3,2,3,2,3,2,4,3,3,3,60.0,C,6,6,83.3,3,0,Unsure
U0246,31,Male,Canada,Mobile,Basic,Returning,29,Yes,4.4,16,1,1,97.0,250,5,8,Passive,Neutral,5,1,4,2,4,3,3,2,4,2,75.0,B,4,3,41.7,4,1,Likely
U0247,29,Female,Australia,Desktop,Free,Power User,62,Yes,6.8,17,0,1,72.8,216,9,4,Detractor,Negative,3,2,4,2,4,2,3,2,3,2,67.5,C,7,7,100.0,4,0,Unsure
U0248,27,Male,France,Desktop,Free,Power User,6,No,4.2,12,1,0,51.0,208,29,9,Promoter,Positive,5,1,3,3,4,3,3,3,3,2,65.0,C,4,4,50.0,3,0,Unsure
U0249,52,Non-binary,UK,Mobile,Basic,Returning,12,Yes,6.4,11,0,1,86.7,231,18,8,Passive,Neutral,3,2,3,3,5,1,5,2,4,3,72.5,B,5,3,50.0,3,0,Unsure
U0250,38,Female,USA,Desktop,Pro,New,2,Yes,9.1,15,0,1,72.8,162,15,9,Promoter,Positive,3,2,4,3,4,1,4,2,3,3,67.5,C,4,6,66.7,4,1,Unsure
U0251,21,Female,UK,Desktop,Free,New,15,No,6.4,15,1,4,57.2,179,15,4,Detractor,Negative,4,2,2,2,5,2,5,3,4,2,72.5,B,3,2,25.0,2,1,Unsure
U0252,43,Female,USA,Desktop,Pro,New,13,Yes,13.0,9,2,1,52.7,223,10,7,Passive,Neutral,4,2,4,4,4,3,3,3,3,3,57.5,D,5,3,50.0,4,0,Unsure
U0253,55,Male,USA,Desktop,Pro,Returning,3,No,7.7,10,0,3,82.1,213,50,7,Passive,Neutral,5,1,4,1,3,2,4,2,4,1,82.5,A,5,3,50.0,3,0,Likely
U0254,44,Female,UK,Mobile,Pro,New,11,Yes,6.6,13,0,2,88.9,113,15,7,Passive,Neutral,3,3,5,2,3,2,4,2,4,3,67.5,C,3,5,50.0,4,1,Unlikely
U0255,19,Non-binary,USA,Mobile,Enterprise,Returning,7,No,8.1,16,0,0,95.3,215,3,10,Promoter,Positive,4,1,4,2,5,2,5,3,4,2,80.0,A,6,5,75.0,4,0,Likely
U0256,29,Female,UK,Desktop,Free,Returning,13,Yes,4.0,10,0,3,69.0,289,6,10,Promoter,Positive,3,2,4,3,4,2,2,3,3,3,57.5,D,3,2,25.0,3,0,Unlikely
U0257,47,Female,Canada,Mobile,Free,Power User,16,Yes,5.9,13,2,0,78.7,227,19,8,Passive,Neutral,5,3,4,3,3,4,3,2,4,3,60.0,C,2,5,41.7,4,1,Unsure
U0258,27,Female,Spain,Mobile,Enterprise,Returning,0,No,10.2,11,1,8,83.3,340,10,10,Promoter,Positive,5,1,3,3,4,2,3,1,4,3,72.5,B,6,5,75.0,5,1,Unsure
U0259,38,Male,UK,Desktop,Basic,Power User,26,Yes,7.3,7,0,3,60.5,166,0,10,Promoter,Positive,4,2,5,1,3,2,4,3,4,3,72.5,B,5,5,66.7,3,0,Unsure
